epoch;loss;val_loss
0;200.27239646911622;141.30971457741478
1;138.8854953765869;138.1653692072088
2;136.0649326324463;140.26519497958097
3;135.14501914978027;138.60758417302912
4;132.9511260986328;131.65291318026456
5;124.36477317810059;121.5270663174716
6;119.7972454071045;122.65315107865767
7;114.16711540222168;109.83662761341442
8;108.90127792358399;105.40832103382458
9;105.52081336975098;107.06240359219638
10;100.67564125061035;97.25495633212003
11;94.70965042114258;98.4592382257635
12;91.66696853637696;91.08827556263317
13;90.2191390991211;88.03651081431995
14;87.36252250671387;86.98567893288352
15;82.88030433654785;82.99192324551669
16;79.96333808898926;76.43404596502131
17;75.88485946655274;80.46378257057883
18;74.25191764831543;82.01064786044034
19;69.87132835388184;72.19643540815873
20;67.3444610595703;72.56978329745206
21;62.68960971832276;57.74093350497159
22;58.936276054382326;56.80534050681374
23;55.1419979095459;64.98009352250533
24;51.08752174377442;48.01635950261896
25;46.7350570678711;57.152752269398086
26;43.85724658966065;44.83419851823287
27;42.30987310409546;36.34990952231667
28;40.04718027114868;35.760245930064805
0;41.97509899139404;31.331957383589312
1;35.97818250656128;33.00914122841575
2;34.9446683883667;32.19809497486461
3;32.10955991744995;28.55375896800648
4;30.705075836181642;31.3793888092041
5;29.334119987487792;30.897647337480024
6;25.628927135467528;24.00707600333474
7;26.03109941482544;25.347379857843574
8;24.65829930305481;24.07954926924272
9;21.904976558685302;23.254813541065563
10;21.57959113121033;20.729281425476074
11;20.608858156204224;20.412851507013496
12;19.151909494400023;27.38457896492698
13;19.966358375549316;22.26438452980735
14;17.52183618545532;18.673091888427734
15;19.32947826385498;19.461542042818937
16;17.16314630508423;17.31535642797297
17;16.212749767303468;20.114215417341754
18;15.418263149261474;16.44093803925948
19;14.84489917755127;18.822364286942914
20;15.390583562850953;16.880364981564608
21;14.727668046951294;15.906993172385476
22;13.24090416431427;15.027537605979226
23;13.503899431228637;15.001060139049184
24;13.319940161705016;17.23058726570823
25;12.357186031341552;15.831644838506525
26;12.03804988861084;14.728054480119185
27;11.45626151561737;15.508485273881393
28;11.121271014213562;14.164454720237039
29;10.89075951576233;14.828656803477894
30;10.34237699508667;13.95487065748735
31;9.932062101364135;13.556302460757168
32;8.594869709014892;14.770340529355137
