epoch;loss;val_loss
33;10.236223149299622;13.412187359549783
34;9.155091643333435;14.338616197759455
35;8.59550757408142;13.259130781347102
36;8.86627230644226;13.055517153306441
37;8.308985948562622;16.37761553851041
38;7.549829006195068;14.067581805315884
39;7.522618126869202;13.865330956198953
40;7.62625128030777;15.412705334750088
41;7.6305077314376835;17.244625958529387
42;7.154465246200561;13.187964049252598
43;7.225571799278259;12.752756682309238
44;7.417093014717102;12.466336965560913
45;6.854861831665039;13.25000593879006
46;6.874207639694214;12.825940262187611
47;5.579759120941162;12.886402130126953
48;6.165573155879974;12.930462403730912
49;6.258320844173431;13.56460358879783
50;5.763264691829681;12.78014833276922
51;6.678301453590393;13.194993279197
52;5.884543979167939;12.317950227043845
53;5.0772617101669315;13.095927628603848
54;6.024645984172821;13.986685341054743
55;5.006648683547974;15.524218212474477
56;5.019671320915222;12.447182893753052
57;4.3037082076072695;12.36879073489796
58;4.903886020183563;12.785959157076748
59;5.342443037033081;12.551525831222534
60;4.946526122093201;12.116303270513361
61;5.070960426330567;11.744294513355602
62;3.9103426158428194;12.66052753275091
63;4.81384037733078;11.52433798529885
64;4.810190916061401;12.37572158466686
65;4.094372397661209;11.97882097417658
66;4.294715315103531;12.325673710216176
67;4.22562655210495;13.076127875934947
68;4.021533876657486;13.047138690948486
69;3.8764307856559754;12.712464029138738
70;3.74901459813118;12.299260594628073
71;3.6175594568252563;12.232611482793635
72;4.1046965479850765;14.011776360598477
73;3.9540496587753298;13.289985808459194
74;4.498534524440766;12.17496622692455
75;4.068326735496521;12.248205943541093
76;3.789535307884216;13.136223186146129
77;3.3527863204479216;12.520225654948842
78;3.137912964820862;13.139145591042258
79;2.415150648355484;12.039111484180797
80;2.6509262561798095;11.85223033211448
81;2.2139234602451325;11.63519904830239
82;2.1346069455146788;11.726020314476706
83;2.3487743735313416;11.724211053414779
0;6.165943765640259;13.591506004333496
1;4.313933897018432;13.085519140416926
2;4.080980718135834;12.559050126509232
3;4.049751830101013;11.85805151679299
4;3.9430954337120054;12.627270026640458
5;3.9037008762359617;13.01767110824585
6;3.624264395236969;12.14017560265281
7;3.5174712598323823;12.06254209171642
8;3.710113078355789;11.938242782245982
9;3.391760838031769;12.345487204465
10;2.995651137828827;12.743628371845592
11;3.9244710206985474;13.440643613988703
12;3.7420344173908235;12.730639240958475
13;3.701808923482895;13.398308884013783
14;4.0239252090454105;12.625873392278498
15;3.1908486425876617;12.262363065372814
16;2.8824966073036196;13.4763061133298
17;3.2475224792957307;12.031169197776101
18;3.260995399951935;13.206448685039174
19;2.9910358011722566;12.183608271858908
20;1.9626359432935714;11.665189309553666
21;1.826019424200058;11.717957323247736
22;2.269357752799988;11.448504838076504
23;1.9192738741636277;11.373043970628219
24;2.080297890305519;11.405996864492243
25;1.7924417436122895;11.27341586893255
26;1.7724223017692566;11.37133457443931
27;2.038899779319763;11.488789515061812
28;1.8663481891155242;11.353724024512552
29;1.7865493446588516;11.430545460094105
30;1.532384666800499;11.433591430837458
31;1.5453955799341201;11.604898582805287
32;1.660634621977806;11.641512220556086
33;1.5409176468849182;11.604311661286788
34;1.5265941202640534;11.63750223679976
35;1.815902128815651;11.607656673951583
36;1.8907479852437974;11.714229106903076
37;1.4984135627746582;11.570716922933405
38;1.5750377833843232;11.542298555374146
39;1.6573350936174394;11.619725855914028
40;1.558808758854866;11.617666786367243
41;1.4185580611228943;11.680512883446433
42;1.6439016044139863;11.598575375296853
43;1.2514819741249084;11.596878788687967
44;1.407665878534317;11.577781590548428
45;1.4768381536006927;11.568121389909225
0;4.11705619096756;13.097142869775945
1;3.6233996868133547;13.009289134632457
2;2.763841140270233;12.557893059470437
3;2.888353478908539;12.675269538705999
4;2.888384759426117;12.385028058832342
5;2.8084591150283815;12.588977510278875
6;2.492983064055443;12.473836898803711
7;2.7683998703956605;12.94237249547785
8;2.592602914571762;13.14326000213623
9;2.900735229253769;13.254867120222611
10;2.1168029755353928;12.645856272090565
11;2.3702545136213304;12.992373163049871
12;2.483749693632126;12.327164996754039
13;2.4432088881731033;12.467010758139871
14;2.4048336923122404;12.231778361580588
15;2.65318164229393;12.629444057291204
16;2.5914002776145937;13.423998767679388
17;2.398755019903183;12.429814555428244
18;2.4345313191413878;11.814335758035833
19;2.338920935988426;13.029046752236106
20;2.1551661461591722;12.47659620371732
21;2.1520966589450836;13.375177946957676
22;2.069841355085373;12.883253531022506
23;2.078153169155121;12.545861135829579
24;2.054931378364563;13.411010525443338
25;2.220652297139168;13.44367469440807
26;1.9850766956806183;12.877225789156826
27;2.182201397418976;12.878950119018555
28;2.181787922978401;13.645460107109763
29;1.7732235491275787;12.632340257818049
30;2.4609349191188814;13.457381378520619
31;2.2758914470672607;14.317829132080078
32;2.396880292892456;14.117574713446878
33;2.312676566839218;13.609934546730734
34;1.5564157158136367;13.039148764176803
35;1.4348163664340974;12.9098727052862
36;1.2313296049833298;12.886210658333518
37;1.265389035642147;12.927683591842651
38;1.1954025119543075;12.92215954173695
0;3.4409148573875425;12.37071791562167
1;2.51181680560112;13.070011659102006
0
0
1
0;3.563095301389694;13.121204462918369
1;2.3645619809627534;13.790365132418545
2;2.386598950624466;14.244773084467107
3;2.440937751531601;13.018196886236018
4;2.3950873762369156;13.027722922238437
5;2.191115689277649;13.007020473480225
6;2.204441803693771;12.997288183732467
7;2.3602661699056626;14.525316281752152
8;2.3008263528347017;12.653882850300182
9;1.9795017451047898;12.643403573469682
10;1.9327648103237152;13.228352590040727
11;2.079810377955437;13.313445871526545
12;1.8955905258655548;13.910057458010586
13;2.3063173204660417;12.712069338018244
14;1.6050230056047439;13.153809764168479
15;2.202769547700882;12.96533640948209
16;2.112520256638527;13.518554210662842
17;2.0842767149209975;13.489718047055332
18;1.785389679670334;13.209781408309937
19;2.044209283590317;12.639254960146816
0;2.464787721633911;13.355469291860407
0;3.2102432906627656;12.948111057281494
0;2.579137071967125;13.40837643363259
0
0;3.5768866419792174;13.680015780709006
1;1.8955334812402724;13.457016077908603
0;2.668213427066803;13.52247480912642
1;2.3633087068796157;14.202302932739258
2;1.6527252078056336;13.411790370941162
3;1.7353633046150208;12.896745725111527
4;1.7604210823774338;13.619668613780629
5;1.4180298656225205;13.349974155426025
6;2.248637890815735;12.999740448865024
7;1.7428045272827148;13.296357198195023
8;1.638437983393669;12.920087727633389
9;2.1665805652737617;12.991463661193848
10;1.5385342210531234;13.30865040692416
11;1.525069174170494;13.290215275504373
12;1.752090573310852;13.521644245494496
13;1.444325315952301;13.831749569286
14;2.0753682523965837;13.921683874997226
