epoch;loss
0;250.32868568157326
0;125.12376159963539;104.38355141497672
1;86.836679221665;80.01009157870678
2;61.724556668729704;52.2767119712018
3;46.23716651787192;41.02582828034746
4;37.871065891839244;38.36183219260358
0;33.20207682542238;31.060543628449135
1;29.451800092369247;28.126813827676976
2;27.18920855167792;27.30637649779624
3;25.51466178627604;23.85485490839532
4;23.95817591780323;24.938376254223762
5;22.712926345778303;21.1456237346568
6;21.63812021250875;21.799039455170327
7;20.98370764148504;19.858693406936972
8;19.79585784230736;17.38038032612902
9;19.278009933074507;17.83198823320105
10;18.26632568951225;19.081447682482132
11;17.710140337689136;18.228775836051778
12;17.31610625113027;17.194226356262856
13;17.01605845474624;15.933470837613369
14;16.57240228924722;15.80321678202203
